3906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,508,479,0,494,0,0,0,452,0,0,0,0,0,0,0
1919,498,510,0,505,0,0,0,474,0,0,0,0,0,0,0
876,510,590,141,565,127,131,0,564,130,140,0,132,0,0,0
1905,484,532,0,494,0,0,0,491,0,0,0,0,0,0,0
862,546,535,127,567,159,116,0,577,139,155,0,123,0,0,0
843,535,561,145,570,134,138,0,543,136,139,0,162,0,0,0
288,404,399,275,431,291,302,64,408,278,286,68,270,67,75,0
1941,495,501,0,483,0,0,0,486,0,0,0,0,0,0,0
860,571,532,135,553,140,137,0,540,131,154,0,153,0,0,0
828,513,593,128,587,155,147,0,557,110,139,0,149,0,0,0
278,416,443,298,376,281,287,61,417,255,275,85,289,76,69,0
831,570,532,152,535,151,152,0,563,147,151,0,122,0,0,0
272,443,422,281,445,240,277,77,395,284,282,82,257,77,72,0
271,391,427,293,426,289,260,68,398,281,295,72,294,79,62,0
57,234,201,335,224,341,329,230,224,354,318,222,337,229,209,62
1984,1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,1585,224,268,229,261,0,0,222,271,0,0,0,0,0,0
852,1637,209,281,211,274,0,0,173,269,0,0,0,0,0,0
268,1119,162,524,188,531,51,98,199,504,51,86,36,89,0,0
848,1585,218,277,230,251,0,0,217,280,0,0,0,0,0,0
274,1083,207,534,153,491,54,97,183,535,61,92,43,99,0,0
280,1108,192,523,186,504,47,99,176,507,39,94,56,95,0,0
47,663,81,655,82,585,75,256,103,611,67,294,54,262,11,60
845,1620,200,265,218,259,0,0,212,287,0,0,0,0,0,0
285,1113,184,533,175,500,46,94,187,544,34,84,46,81,0,0
317,1103,170,524,180,482,43,91,178,528,51,101,37,101,0,0
42,651,79,666,79,588,54,271,88,631,58,272,61,303,16,47
260,1087,172,539,194,506,55,99,192,512,42,104,49,95,0,0
58,638,95,628,101,574,52,277,87,598,58,294,60,313,19,54
71,637,66,637,96,655,42,297,77,616,56,275,50,260,12,59
0,261,0,572,0,583,0,522,0,574,0,557,0,565,0,272
1946,0,1960,0,0,0,0,0,0,0,0,0,0,0,0,0
827,220,1569,280,243,0,274,0,200,0,293,0,0,0,0,0
868,200,1621,261,228,0,280,0,196,0,252,0,0,0,0,0
278,196,1095,519,182,44,519,100,187,45,488,102,73,0,78,0
844,196,1654,263,197,0,268,0,208,0,276,0,0,0,0,0
268,200,1146,482,175,64,531,90,190,44,504,87,51,0,74,0
273,174,1188,492,206,48,461,107,182,40,491,94,46,0,104,0
72,72,635,626,71,53,637,272,82,50,601,299,71,13,294,58
868,192,1591,264,196,0,314,0,207,0,274,0,0,0,0,0
258,165,1163,507,175,47,512,96,176,43,515,104,48,0,97,0
292,179,1122,485,195,43,497,107,171,60,534,83,49,0,89,0
49,87,602,606,82,49,616,287,81,57,648,319,42,18,307,56
276,190,1154,508,181,51,496,78,173,41,537,97,36,0,88,0
51,76,659,633,99,58,590,301,83,50,598,292,52,9,296,59
60,89,651,591,91,52,617,263,81,58,681,277,52,14,266,63
0,0,268,551,0,0,554,546,0,0,562,580,0,0,554,291
836,1118,1196,756,0,0,0,0,0,0,0,0,0,0,0,0
300,759,733,1152,84,149,118,127,59,151,139,135,0,0,0,0
263,734,776,1149,74,136,131,149,72,143,141,138,0,0,0,0
62,400,412,1262,42,167,208,395,33,181,199,410,7,39,36,53
291,776,716,1121,72,160,145,148,63,137,145,132,0,0,0,0
49,416,362,1244,37,205,204,401,42,207,204,397,11,35,42,50
51,403,409,1232,28,207,208,385,47,212,190,386,14,43,31,60
0,146,150,1117,0,156,148,741,0,141,165,734,0,66,70,272
248,744,763,1147,84,125,159,135,76,135,149,141,0,0,0,0
52,423,432,1165,51,182,223,389,30,186,194,427,10,43,51,48
49,418,398,1247,32,206,191,408,42,185,190,403,7,37,32,61
0,162,135,1131,0,144,131,738,0,134,156,747,0,66,65,297
48,407,399,1268,41,183,212,376,50,191,185,399,9,39,42,57
0,148,149,1103,0,141,137,756,0,128,126,769,0,89,78,282
0,123,141,1171,0,166,116,764,0,118,146,736,0,75,67,283
0,0,0,835,0,0,0,1134,0,0,0,1078,0,0,0,859
1980,0,0,0,1926,0,0,0,0,0,0,0,0,0,0,0
795,212,195,0,1617,297,283,0,199,0,0,0,308,0,0,0
809,194,209,0,1632,271,298,0,224,0,0,0,269,0,0,0
276,190,152,40,1108,534,496,105,190,47,53,0,541,80,94,0
784,191,230,0,1595,285,325,0,215,0,0,0,281,0,0,0
283,222,172,46,1110,537,522,94,196,42,32,0,471,86,93,0
273,184,176,52,1118,526,514,100,181,38,43,0,509,101,91,0
57,71,86,57,640,619,644,269,52,62,55,16,613,303,302,60
853,188,212,0,1682,262,261,0,213,0,0,0,235,0,0,0
298,187,203,50,1089,484,501,101,179,65,48,0,532,74,95,0
290,197,175,42,1113,516,513,76,177,52,49,0,526,91,89,0
56,70,94,63,642,634,592,295,98,48,48,19,622,285,281,59
298,178,172,47,1135,540,474,79,200,58,56,0,485,95,89,0
59,89,67,45,653,630,602,328,88,43,39,12,627,268,306,50
53,79,85,69,628,631,581,315,91,55,54,17,611,281,291,65
0,0,0,0,265,570,566,583,0,0,0,0,608,501,544,269
843,1104,0,0,1123,836,0,0,0,0,0,0,0,0,0,0
258,750,68,140,770,1131,131,143,78,136,0,0,147,154,0,0
292,784,69,136,733,1103,148,145,76,150,0,0,138,132,0,0
57,388,45,212,405,1206,195,433,37,195,10,43,183,404,43,50
243,755,69,151,781,1136,143,135,66,134,0,0,142,151,0,0
58,415,38,178,401,1212,196,415,38,198,15,27,211,398,51,55
56,420,40,180,416,1176,215,421,32,176,10,46,171,451,36,60
0,146,0,131,116,1109,147,766,0,130,0,70,139,778,62,312
290,784,80,135,780,1089,144,128,52,161,0,0,134,129,0,0
77,376,40,197,404,1245,223,383,33,171,7,48,202,398,34,68
59,425,48,187,404,1231,185,402,37,186,9,38,198,413,43,41
0,170,0,150,144,1066,135,822,0,123,0,71,134,715,70,306
59,432,44,176,400,1264,170,373,34,195,11,48,179,427,41,53
0,139,0,144,149,1127,125,734,0,134,0,74,151,777,87,265
0,128,0,146,157,1114,152,749,0,119,0,69,129,815,60,268
0,0,0,0,0,826,0,1085,0,0,0,0,0,1120,0,875
764,0,1176,0,1107,0,859,0,0,0,0,0,0,0,0,0
297,80,787,150,781,131,1101,130,64,0,124,0,119,0,142,0
255,67,799,133,812,133,1107,133,75,0,125,0,120,0,147,0
60,34,386,191,409,191,1194,412,42,13,208,39,213,30,425,59
290,74,770,131,796,152,1093,127,71,0,138,0,137,0,127,0
49,27,408,200,408,190,1262,391,40,16,213,33,188,28,399,54
51,40,415,198,442,173,1183,433,29,13,195,37,182,36,415,64
0,0,154,145,136,128,1093,801,0,0,162,67,142,70,726,282
283,69,767,123,735,135,1143,132,73,0,162,0,156,0,128,0
55,26,398,189,407,194,1221,406,51,14,167,36,206,34,460,42
37,33,409,204,408,198,1220,406,45,10,171,34,214,34,426,57
0,0,146,131,126,155,1157,758,0,0,145,56,144,65,754,269
63,37,426,194,433,191,1173,440,26,7,207,39,191,38,377,64
0,0,140,121,143,136,1069,795,0,0,141,62,163,56,791,289
0,0,146,144,148,136,1105,776,0,0,134,61,148,83,773,252
0,0,0,0,0,0,835,1089,0,0,0,0,0,0,1162,820
289,544,557,540,530,578,569,299,0,0,0,0,0,0,0,0
49,286,268,642,299,609,608,666,15,60,59,85,45,78,84,53
48,314,293,644,262,647,591,609,15,57,57,87,69,75,86,52
0,64,107,486,96,500,501,1104,0,46,48,198,43,199,233,281
56,326,278,614,296,625,607,592,15,47,58,91,64,92,84,61
0,101,89,499,90,539,489,1154,0,42,43,181,40,184,167,288
0,100,108,507,100,467,518,1150,0,52,52,181,35,187,188,261
0,0,0,267,0,304,281,1603,0,0,0,225,0,221,212,793
57,277,296,620,289,644,611,625,14,53,67,71,47,99,82,54
0,93,85,480,107,524,532,1089,0,47,41,192,44,186,193,293
0,100,117,461,77,491,531,1149,0,49,48,178,45,181,198,281
0,0,0,292,0,293,272,1631,0,0,0,198,0,209,202,809
0,79,106,521,81,488,523,1130,0,51,41,202,44,175,185,280
0,0,0,279,0,296,286,1603,0,0,0,210,0,208,235,789
0,0,0,294,0,283,294,1556,0,0,0,222,0,221,219,817
0,0,0,0,0,0,0,1960,0,0,0,0,0,0,0,1946
1971,0,0,0,0,0,0,0,1935,0,0,0,0,0,0,0
804,213,189,0,223,0,0,0,1654,283,268,0,272,0,0,0
822,196,228,0,204,0,0,0,1644,253,267,0,292,0,0,0
275,220,169,44,176,39,57,0,1129,539,510,83,489,85,91,0
837,194,211,0,224,0,0,0,1612,285,271,0,272,0,0,0
257,182,180,43,183,45,46,0,1087,516,516,85,560,113,93,0
295,189,199,46,180,47,47,0,1095,481,518,90,517,99,103,0
61,82,81,56,89,45,68,13,621,631,616,289,603,305,286,60
857,205,200,0,192,0,0,0,1620,285,289,0,258,0,0,0
303,189,167,44,195,36,47,0,1091,503,531,93,508,102,97,0
264,201,189,37,166,49,44,0,1130,515,512,99,527,82,91,0
59,81,97,61,85,53,64,24,695,597,611,303,572,290,268,46
275,192,182,62,194,46,43,0,1093,492,519,90,524,108,86,0
48,98,78,53,88,59,59,15,646,615,595,276,615,302,304,55
43,85,88,62,84,58,59,14,669,586,591,295,616,323,294,39
0,0,0,0,0,0,0,0,271,598,537,553,561,547,588,251
794,1134,0,0,0,0,0,0,1127,851,0,0,0,0,0,0
292,777,72,143,60,137,0,0,758,1109,128,155,125,150,0,0
306,767,67,139,80,159,0,0,739,1075,138,153,142,141,0,0
62,399,31,188,40,196,9,28,426,1238,198,428,174,406,29,54
271,781,66,148,60,149,0,0,779,1116,139,119,155,123,0,0
60,392,35,174,45,205,9,47,413,1165,229,445,166,428,37,56
72,457,31,181,45,186,6,32,401,1224,182,401,193,421,30,44
0,143,0,125,0,155,0,76,133,1113,142,774,159,753,65,268
299,788,70,126,69,131,0,0,778,1079,159,132,146,129,0,0
61,427,35,185,33,216,7,44,422,1174,196,424,168,408,42,64
55,395,28,186,42,192,8,31,416,1246,198,418,191,410,34,56
0,135,0,154,0,114,0,74,147,1069,152,793,121,796,78,273
40,391,38,208,32,206,11,40,424,1211,194,414,209,400,34,54
0,152,0,139,0,147,0,72,134,1106,113,783,135,775,65,285
0,129,0,131,0,136,0,94,126,1146,160,743,129,773,63,276
0,0,0,0,0,0,0,0,0,815,0,1081,0,1172,0,838
820,0,1119,0,0,0,0,0,1101,0,866,0,0,0,0,0
270,73,803,149,70,0,136,0,756,163,1067,140,146,0,133,0
281,78,734,147,52,0,143,0,726,172,1170,139,134,0,130,0
56,28,411,189,50,10,199,32,411,198,1241,402,184,35,408,52
310,76,758,132,70,0,128,0,756,133,1109,154,136,0,144,0
52,37,380,203,27,8,192,47,423,193,1202,435,171,44,432,60
62,38,437,172,39,9,207,33,427,179,1238,403,187,43,379,53
0,0,138,134,0,0,143,55,135,138,1130,801,131,82,744,275
289,70,745,144,75,0,134,0,754,145,1118,149,138,0,145,0
55,40,406,200,47,8,196,48,429,187,1223,401,187,28,392,59
57,36,418,210,40,13,178,39,432,198,1200,407,202,31,385,60
0,0,142,150,0,0,115,70,126,111,1110,806,152,76,762,286
62,30,419,168,34,5,191,33,415,204,1178,431,197,36,441,62
0,0,143,147,0,0,143,81,118,128,1119,782,125,73,737,310
0,0,147,120,0,0,138,66,147,138,1110,769,148,64,766,293
0,0,0,0,0,0,0,0,0,0,798,1147,0,0,1102,859
296,583,586,489,0,0,0,0,606,519,545,282,0,0,0,0
61,321,286,594,8,50,53,77,297,614,614,649,59,83,78,62
66,307,293,597,18,58,60,86,295,599,615,616,51,87,89,69
0,98,89,505,0,49,41,193,91,501,527,1109,46,181,185,291
65,294,247,576,16,56,48,115,300,636,605,651,64,89,92,52
0,113,92,493,0,41,51,177,93,521,514,1110,44,197,192,268
0,92,87,533,0,50,52,194,99,524,486,1119,57,183,180,250
0,0,0,285,0,0,0,195,0,282,283,1647,0,209,226,779
59,299,322,584,13,55,62,75,297,598,632,627,50,83,85,65
0,95,75,514,0,47,48,162,103,518,485,1160,49,184,204,262
0,101,85,527,0,44,35,199,72,506,495,1113,44,186,199,300
0,0,0,288,0,0,0,217,0,294,262,1609,0,213,215,808
0,91,84,527,0,52,45,197,84,525,519,1107,45,178,186,266
0,0,0,262,0,0,0,227,0,296,246,1600,0,214,221,840
0,0,0,273,0,0,0,200,0,253,276,1626,0,198,234,846
0,0,0,0,0,0,0,0,0,0,0,1943,0,0,0,1963
876,0,0,0,1066,0,0,0,1090,0,0,0,874,0,0,0
237,79,92,0,759,140,132,0,774,132,130,0,1152,144,135,0
283,64,61,0,822,139,133,0,754,136,135,0,1124,130,125,0
53,24,39,13,384,202,178,36,432,178,212,28,1260,417,395,55
273,59,78,0,720,145,137,0,799,143,139,0,1122,136,155,0
61,40,33,7,414,184,212,42,442,164,184,38,1209,399,422,55
51,42,41,10,400,190,193,27,460,186,201,48,1181,424,400,52
0,0,0,0,125,171,132,64,142,130,140,75,1108,762,782,275
302,75,80,0,760,132,143,0,769,132,124,0,1117,133,139,0
53,34,33,14,387,221,174,38,407,189,178,41,1206,405,463,63
57,39,48,8,443,225,209,37,378,215,192,45,1168,393,406,43
0,0,0,0,128,147,149,52,110,114,140,98,1140,787,775,266
61,40,34,11,404,226,189,34,391,169,210,43,1177,441,418,58
0,0,0,0,124,136,151,72,128,133,140,67,1109,762,764,320
0,0,0,0,137,120,133,70,124,173,146,69,1072,785,764,313
0,0,0,0,0,0,0,0,0,0,0,0,892,1112,1054,848
292,577,0,0,566,556,0,0,550,575,0,0,549,241,0,0
48,310,15,47,285,613,58,76,284,615,50,84,689,604,78,50
56,278,9,50,271,602,57,91,298,642,53,81,634,647,75,62
0,87,0,49,85,532,47,208,85,478,55,180,516,1135,200,249
60,298,13,54,275,636,56,87,297,625,72,83,595,633,76,46
0,97,0,36,96,506,50,190,77,512,46,196,516,1132,184,268
0,107,0,46,98,515,48,200,100,503,50,167,561,1047,194,270
0,0,0,0,0,292,0,210,0,273,0,194,284,1571,226,856
55,309,9,70,289,644,76,81,308,566,54,80,588,657,75,45
0,80,0,44,92,492,56,197,104,485,46,187,514,1131,199,279
0,99,0,39,105,523,53,176,93,490,44,176,505,1136,164,303
0,0,0,0,0,262,0,216,0,298,0,211,254,1591,208,866
0,87,0,47,94,542,39,183,96,494,29,196,508,1133,188,270
0,0,0,0,0,293,0,228,0,267,0,194,273,1597,206,848
0,0,0,0,0,276,0,205,0,282,0,222,258,1649,189,825
0,0,0,0,0,0,0,0,0,0,0,0,0,1958,0,1948
276,0,565,0,506,0,566,0,569,0,587,0,562,0,275,0
56,17,280,52,299,52,619,77,299,50,631,84,633,76,623,58
56,15,312,60,304,55,615,81,296,66,592,69,602,82,651,50
0,0,111,47,92,46,506,185,89,45,529,165,515,178,1084,314
53,11,293,53,271,63,626,74,288,46,619,100,593,86,672,58
0,0,80,44,80,43,539,202,98,49,539,181,527,171,1088,265
0,0,92,52,112,45,557,204,93,54,524,184,493,159,1057,280
0,0,0,0,0,0,280,207,0,0,277,222,280,232,1565,843
42,14,275,51,297,65,600,68,280,57,624,78,646,90,662,57
0,0,88,42,94,55,544,197,82,47,433,187,528,156,1149,304
0,0,87,37,89,43,549,193,98,46,492,164,519,186,1106,297
0,0,0,0,0,0,261,198,0,0,287,201,301,207,1635,816
0,0,104,47,106,34,476,166,93,42,508,183,511,199,1148,289
0,0,0,0,0,0,285,226,0,0,292,220,298,199,1584,802
0,0,0,0,0,0,261,216,0,0,255,183,266,204,1644,877
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911,1995
60,220,228,312,233,293,376,247,194,326,355,198,329,209,267,59
0,58,67,307,75,293,280,399,90,285,279,423,274,397,421,258
0,53,81,274,63,260,286,424,65,295,298,415,247,421,451,273
0,0,0,117,0,146,153,564,0,162,132,533,137,559,549,854
0,77,60,297,62,268,284,433,63,278,295,422,283,390,400,294
0,0,0,135,0,153,148,552,0,141,136,550,146,568,540,837
0,0,0,137,0,153,137,574,0,140,133,561,122,580,573,796
0,0,0,0,0,0,0,475,0,0,0,463,0,494,503,1971
0,63,74,268,73,254,293,432,78,269,295,418,278,403,429,279
0,0,0,152,0,130,156,602,0,157,127,576,128,508,548,822
0,0,0,136,0,142,162,542,0,117,126,563,147,521,575,875
0,0,0,0,0,0,0,516,0,0,0,474,0,471,475,1970
0,0,0,148,0,136,146,543,0,148,125,557,153,582,543,825
0,0,0,0,0,0,0,462,0,0,0,485,0,462,470,2027
0,0,0,0,0,0,0,462,0,0,0,456,0,531,496,1961
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3906
